ID,Source,Translation,AI_Reference
"ST_Description_Science,Child_A_Engineer_SubSkill_AddHP::569992500",Shield increased.,,
"ST_Description_Science,Attr_Sakura_WillOfAlive::3950285862",Obtain [Runner] when Armor breaks.,,
"ST_Description_Science,Skill_Shield_BrokenEffect::739226006",Knocks back nearby enemies when the shield breaks.,,
"ST_Description_Science,Skill_Shield_AttribueAdd::1701712461",Grants [GodLike] for 2s after the shield breaks.,,
"ST_Description_Science,Child_B_Engineer_SubSkill_BreakBoom::65016680",Shield explodes when it breaks.,,
"ST_Description_Science,Child_Engineer_SubSkill_AddShieldRadius::406692278",Shield's range increased.,,
"ST_Description_Science,tips_Worm::4152745915",Resists debuffs from the cold.,,
"ST_Description_Science,Child_A_Saber_SubSkill_AgainUse::1094784590",You can use Power Slash again within 3s of using it.,,
"ST_Description_Science,Skill_Saber_SubSkill::449995014","Draw your blade and dash towards the aiming direction, gaining Guard for 5s and 60% Damage Reduction.",,
"ST_Description_Science,Child_C_Saber_SubSkill_Attraction::3105003549","Power Slash pulls enemies towards you when it ends, instead of knocking them back.",,
"ST_Description_Science,Child_B_Saber_SubSkill_Elemental::3175315771",Power Slash deals Elemental Damage based on your current ammo.,,
"ST_Description_Science,Child_C_Saber_SubSkill_KillToReduceCoolDown::2870216820",Killing an enemy with Power Slash reduces its CD by 10s.,,
"ST_Description_Science,Child_Saber_SubSkill_AddShootDamage::646327748",Gun Damage +100% within 3s of hitting enemies with Power Slash.,,
"ST_Description_Science,Child_Saber_SubSkill_NoCost::3750494981",The next shot does not consume bullets after your Power Slash attack hits.,,
"ST_Description_Science,Child_Saber_SubSkilll_PushBack::2257937445",Power Slash gains a knockback effect.,,
"ST_Description_Science,Child_C_Saber_SubSkill_AddDistance::432590268",Power Slash's Dash Distance +50%.,,
"ST_Description_Science,Child_C_Saber_SubSkill_EndToBoom::1310017949",Power Slash explodes and sets the area on fire when it ends.,,
"ST_Description_Science,skill_TigerSkill01_Buff::1272850926",Replenish ammo continuously over a period of time.,,
"ST_Description_Science,Skill_Grab::748835541",Press [E] to use Telekinesis.,,
"ST_Description_Science,Skill_ChargedBlade::207346341",Press [E] to charge up melee attack.,,
"ST_Description_Science,Skill_Blink::276838418",Press [F] to travel a short distance using Blink.,,
"ST_Description_Science,Skill_Hook::3537103612",Press [F] to use grappling hook.,,
"ST_Description_Science,Skill_HeadSet_NV::1491302998","Press [Z] to activate Visor, which continuously costs Stamina.",,
"ST_Description_Science,Skill_Gloves_Rocket::2681402174","Hold F to dash forward 15 meters. Running into an enemy will deal a slight amount of damage, and running into an obstacle will cause you to stop.",,
"ST_Description_Science,Skill_Dodge::879498544",Press [Alt] to dodge.,,
"ST_Description_Science,Skill_HandCannon::3428319794",Press and hold [F] to toggle ADS for Hand Cannon and release to shoot.,,
"ST_Description_Science,Skill_ChargetShoot.Charge::1367390027",Press and hold the firing button to charge up the next attack. This will replace the automatic firing.,,
"ST_Description_Science,Skill_AmmoMaster::1499017587",Reduces Ammo consumption from reloading.,,
"ST_Description_Science,Skill_AmmoMaster_MoveSpeedAdd::1979696577",Movement speed while reloading +100%.,,
"ST_Description_Science,Skill_GunMagCavalry_QuickReload::691845652",Quicker reload that can be done while sprinting.,,
"ST_Description_Science,HyperActivity_Jump::1815043532",Increases Weakness Bonus by 5%.,,
"ST_Description_Science,keyword_GUN_erection::3019057613",Greatly reduces recoil.,,
"ST_Description_Science,skill_BearSkill01_BUFF::478633988",Increases agility and movement speed. Enhances Defense by 300.,,
"ST_Description_Science,skill_BearSkill01::505005779",Increases agility and movement speed. Enhances Defense by 300 for 15s. 30s CD.,,
"ST_Description_Science,Skill_Bison_Strong::3073983073",Will not obtain [Weight_Bearing] while carrying heavy objects.,,
"ST_Description_Science,Child_C_Engineer_SubSkill_AutoCollect::1377836784",Modified Bubble Shield gathers nearby Resources automatically.,,
"ST_Description_Science,Skill_GunmagNormal_Basedamage::4183405406",Attack +5%.,,
"ST_Description_Science,Skill_ReloadSpeedBoost::3374222326",Agility +30%.,,
"ST_Description_Science,Debuff_Frozen::81799019",Can't move.,,
"ST_Description_Science,Skill_InjectorS::3434021091",Greatly increases movement speed and agility.,,
"ST_Description_Science,Skill_StationaryAim_0::22139477",Greatly reduces firing interval when crouching.,,
"ST_Description_Science,Keywords_Rage::2867891537",Increases crit chance by 25%.,,
"ST_Description_Science,Attr_CriticalDamage::2217760101",Crit Bonus +30%.,,
"ST_Description_Science,Attr_Sakura_DoubleSlide::424624040",Max HP +60.,,
"ST_Description_Science,Skill_HeavyBarror_2::361741311",Increases firing range by 30%.,,
"ST_Description_Science,Child_Engineer_SuperSkill_KillAddDuration::3059206913",Killing an enemy extends Mech Buddy's duration by 3s.,,
"ST_Description_Science,Child_C_Engineer_SuperSkill_KillRecover::1209342816",Mech Buddy self-repairs and regenerates HP every time it kills an enemy.,,
"ST_Description_Science,Child_A_Engineer_SuperSkill_AOE::2562290211",Mech Buddy shoots a grenade every 15s.,,
"ST_Description_Science,Child_A_Engineer_SuperSkill_DeathBoom::3252090026",Mech Buddy self-destructs when disappearing (or you can also explode it manually).,,
"ST_Description_Science,Child_Engineer_SuperSkill_AddHP::3760308675",Mech Buddy's HP increased.,,
"ST_Description_Science,Child_C_Engineer_SuperSkill_AddBuildingDamage::3088617175",Buildings around the Mech Buddy gain great bonus Attack.,,
"ST_Description_Science,Skill_StationaryAim::2741662610",Greatly reduces recoil.,,
"ST_Description_Science,Skill_Helmet_Suppression::1997061749",Increased Attack when mounting a gun.,,
"ST_Description_Science,Skill_RangeScope.MarkEnemy::1923544816",Mark enemies in your aim down sight.,,
"ST_Description_Science,Child_A_Engineer_SuperSkill_FireArea::2087536007",Grenades will keep an area burning after exploding.,,
"ST_Description_Science,Skill_Crocodile_HealthReg::2418590820",Regenerates 2 HP every 5s.,,
"ST_Description_Science,Skill_OwlPassiveDamage::2161848363",Each stack grants 10 Attack.,,
"ST_Description_Science,keyword_IceResistance::2827935215",Each stack grants 5% Cryo Resistance for 10s.,,
"ST_Description_Science,keyword_StoneResistance::396067372",Each stack grants 5% Kinesis Resistance for 10s.,,
"ST_Description_Science,keyword_FireResistance::342818769",Each stack grants 5% Pyro Resistance for 10s.,,
"ST_Description_Science,keyword_ElectricResistance::1600707508",Each stack grants 5% Electro Resistance for 10s.,,
"ST_Description_Science,Keywod_CriticalDamageChange::3785457877",Each stack grants a 10% Crit Bonus.,,
"ST_Description_Science,Keyword_PlayerKillAttackAdd::18528548",Each stack grants 1 bonus Attack.,,
"ST_Description_Science,Keywords_IceFragile::2677820142",Each stack reduces Cryo Resistance by 5% for 10s.,,
"ST_Description_Science,Keywords_KineticFragile::545854765",Each stack reduces Kinesis Resistance by 5% for 10s.,,
"ST_Description_Science,Keywords_FireFragile::595355856",Each stack reduces Pyro Resistance by 5% for 10s.,,
"ST_Description_Science,Keywords_EnergyFragile::1752845493",Each stack reduces Electro Resistance by 5% for 10s.,,
"ST_Description_Science,Skill_Assault_SuperSkill_WeakKillDurationAdd::1423538896",Each attack that hits enemy weakness and kills extends the duration by 0.5s.,,
"ST_Description_Science,Skill_Assault_SubSkill_WeakKillReduceCooldown::3211065571",Each attack that hits enemy weakness and kills reduces the CD of [Instant Cooldown] by 1s.,,
"ST_Description_Science,Skill_SpeakKing::1766306077",Gain [Speed Up] when you type in game.,,
"ST_Description_Science,Skill_Armor_Computing::1670357689",Reduces ammo cost when reloading an empty magazine.,,
"ST_Description_Science,Skill_Calm::3256639544",Reduces CD by 0.25s every time you deal damage.,,
"ST_Description_Science,Skill_AirJet_MovementSpeedAdd::1976190105",Agility while hovering +100%.,,
"ST_Description_Science,Skill_AirJet_SpeedAdd::734619284",Movement speed while hovering +200%.,,
"ST_Description_Science,Skill_AirJet_CostDecrease::2159411378",Hover costs 50% less stamina.,,
"ST_Description_Science,Child_B_Artillerist_SuperSkill_BurningTimeUP::742420171",The area keeps burning for a greatly increased period of time.,,
"ST_Description_Science,Child_B_Artillerist_SuperSkill_Burning::658568196",Pyro Missiles set the area on fire after it explode.,,
"ST_Description_Science,Skill_Armor_Explosives::1969870956",Increases player AoE damage.,,
"ST_Description_Science,Child_C_Engineer_SuperSkill_AddPlayerAttackArmor::2980273977",Players gain bonus Attack and Defense around the Mech Buddy.,,
"ST_Description_Science,keywords_HP::3223880179","HP determines the amount of damage you can sustain. If your HP drops to 0, you get downed, after which squadmates can rescue you in a limited time. But if you've no allies around, you better not get zeroed at all.",,
"ST_Description_Science,Skill_PeaceMachine_PerfectBody::1940646978","When at full HP, Attack +25%.",,
"ST_Description_Science,Skill_RangeScope.Zoom::1406519910",Zooms in on targets in sight and greatly increases accuracy while aiming.,,
"ST_Description_Science,Skill_RangeScope.WDAdd::390984743",Increases Weakpoint Bonus by 50% while aiming.,,
"ST_Description_Science,Skill_SmartScope.Lock::4069694272",Auto-locks on targets in scope while aiming.,,
"ST_Description_Science,Skill_EnergyShield::2628708281",Activates a barrier that blocks enemy attacks while you're aiming. It enters CD once broken.,,
"ST_Description_Science,Skill_BladeMelee01.Rush::3560747253",Dash forward a short distance as you use Breaking Pierce.,,
"ST_Description_Science,Skill_BladeMelee01.ExShoot::4151503835","When Breaking Pierce hits, perform a Tandem Shot, which deals 100% extra damage.",,
"ST_Description_Science,Skill_Helmet_HighSpeed::1868986003","While moving, gain stacks of [Assault] equal to your movement speed divided by 20. Each stack provides 1% increased Attack. All stacks are lost when remaining still for more than 1s.",,
"ST_Description_Science,Attr_Bison_MoveSpeed::1732015446",Movement Speed +50.,,
"ST_Description_Science,Keywords_weight_bearing::3123555283",Reduces movement speed by 40% and jump height by 60%.,,
"ST_Description_Science,HitEffectg_Adrenaline::3546887469",Movement speed and agility increased.,,
"ST_Description_Science,tips_SnowStrom::3952314209",Greatly reduces movement speed and stamina regen.,,
"ST_Description_Science,skill_TigerSubSkill01::534892314",Replenish 60 ammo immediately; 30s CD.,,
"ST_Description_Science,Child_A_Artillerist_SuperSkill_FirstFrozen::4188228886",The first missile will freeze the target.,,
"ST_Description_Science,Skill_OverloadBullet::4257986842",Manually loading a turret will allow you to load it with extra ammo.,,
"ST_Description_Science,Skill_OutOfBoundary_tips::3810562806",Shield can't regenerate due to lack of power supply.,,
"ST_Description_Science,Attr_Bison_Stamina::3548973640",Max Stamina +25.,,
"ST_Description_Science,Attr_Bison_StaminaRecover::526563619",Stamina Recovery +40%.,,
"ST_Description_Science,Attr_Rays::2536241278",Able to detect enemies at night.,,
"ST_Description_Science,Child_C_Engineer_SubSkill_AddAutoCollect::1955636397",Auto-gathering efficiency increased.,,
"ST_Description_Science,Skill_SquattingJump_LandStamRecover::2445585790","After you perform a fully-charged jump, you'll regenerate full stamina while landing.",,
"ST_Description_Science,tips_AmmoMaster::281558746",Obtains extra Element Bonus.,,
"ST_Description_Science,skill_BearSubSkill01::3363742511","After a brief charge-up, dash forward and deal 300% base damage to enemies in your path. 50s CD.",,
"ST_Description_Science,Skill_ChargetShoot.LimitAdd::741934970",Charge limit increased.,,
"ST_Description_Science,Skill_ChargetShoot.SpeedAdd::2675581953",Charge speed doubled.,,
"ST_Description_Science,Base_InstrumentalPerformer::1601888588",Passive: Increases the Attack and HP of nearby allies and Outpost Components when used.,,
"ST_Description_Science,Skill_Owl_Passive::1668536920",Passive: Better-quality Booster XEN in magazines grants a higher Attack bonus.,,
"ST_Description_Science,Keywords_Ready_to_go::2121308112",Passive: Each stack increases damage amp by 20%; stacks up to 10 times. Poised to Strike will last for 2s after you deal any type of damage.,,
"ST_Description_Science,skill_Bear_Passive::2882461570",Passive: Melee attacks that hit reduce all skills' CD by 0.2s; or by 1s when at [Primal Wrath].,,
"ST_Description_Science,skill_SuperCharge::2040771903",Passive: Gain 1 stack of [SuperCharge] that lasts 1s every time you shoot. Resets the duration every time you gain a stack.,,
"ST_Description_Science,Skill_KeyboardMan::3586854841","Passive: Gain 1 layer of [Speed Up] every time you type, duration: 2s",,
"ST_Description_Science,Child_A_Artillerist_SubSkill_SlowDown::1605296050",Enemies who are taunted will be slowed.,,
"ST_Description_Science,Child_L3_Nebulas::3548749450",Awakens the Nebulas' power. Switch to Empty-handed to launch powerful melee attacks.,,
"ST_Description_Science,Skill_Assault_SubSkill::3163283589",Accelerates the cooling process of the XEN in use (Current CD -30s) and regenerates 5 Armor.,,
"ST_Description_Science,Skill_Saber_SuperSkill::3079891571",Blocks projectiles (including allies') with Claymore and shoots them all out when using Power Slash.,,
"ST_Description_Science,Skill_Assault_SubSkill_AllBulletCoolDownReduce::431756247",Accelerates the cooling process of all XEN (Current CD -30s).,,
"ST_Description_Science,Child_B_Artillerist_SubSkill_Boom::1876357813",Decoys explode at the end.,,
"ST_Description_Science,Child_C_Artillerist_SubSkill_PullEnemy::3532504018",Decoy pulls enemies towards the center at set intervals.,,
"ST_Description_Science,Child_B_Artillerist_SubSkill_AddBoomBreak::2567543703",Decoy has a chance to proc [Kinesis Burst] when exploding.,,
